id,name,active,model_id,created_at,updated_at
810,S,t,201,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
811,Limited,t,201,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
812,SRT,t,231,2017-05-02 14:09:23+02,2017-05-02 14:09:23+02
813,R/T,t,233,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
815,R/T,t,234,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
817,SXT,t,234,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
818,R/T,t,235,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
819,Limited,t,237,2017-05-02 14:09:23+02,2017-05-02 14:09:23+02
820,R/T,t,237,2017-05-02 14:09:23+02,2017-05-02 14:09:23+02
821,SLT,t,237,2017-05-02 14:09:23+02,2017-05-02 14:09:23+02
822,SRT,t,237,2017-05-02 14:09:23+02,2017-05-02 14:09:23+02
823,Limited,t,238,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
824,R/T,t,238,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
825,SLT,t,238,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
827,SRT,t,244,2017-05-02 14:09:23+02,2017-05-02 14:09:23+02
828,1500,t,245,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
829,1500 SLT,t,245,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
830,SRT,t,245,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
840,Pininfaina,t,266,2017-05-02 14:09:23+02,2017-05-02 14:09:23+02
844,GTO,t,259,2017-05-02 14:09:23+02,2017-05-02 14:09:23+02
845,HGTE,t,259,2017-05-02 14:09:23+02,2017-05-02 14:09:23+02
849,LX,t,280,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
85,"",t,190,2017-05-02 14:09:26+02,2017-05-02 14:09:26+02
850,SE,t,284,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
851,XLT,t,284,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
852,Limited,t,288,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
853,XLT,t,288,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
854,Limited,t,289,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
855,XLT,t,289,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
856,FX4,t,290,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
809,C SRT,t,201,2017-05-02 14:09:23+02,2018-08-30 18:17:12.871751+02
814,SRT,t,233,2017-05-02 14:09:23+02,2018-08-30 18:17:21.65785+02
816,SRT,t,234,2017-05-02 14:09:23+02,2018-08-30 18:17:22.638091+02
826,SRT,t,238,2017-05-02 14:09:23+02,2018-08-30 18:17:24.838241+02
831,SRT,t,252,2017-05-02 14:09:23+02,2018-08-30 18:17:27.118442+02
841,GTB,t,1054,2017-05-02 14:09:23+02,2018-08-30 18:17:27.938134+02
842,Spider,t,1054,2017-05-02 14:09:23+02,2018-08-30 18:17:28.337924+02
836,TDF,t,263,2017-05-02 14:09:23+02,2018-08-30 18:17:32.837511+02
837,Berlinetta,t,263,2017-05-02 14:09:23+02,2018-08-30 18:17:33.237715+02
838,Scuderia,t,264,2017-05-02 14:09:23+02,2018-08-30 18:17:34.057947+02
839,Spider,t,264,2017-05-02 14:09:23+02,2018-08-30 18:17:34.457633+02
846,Abarth,t,268,2017-05-02 14:09:23+02,2018-08-30 18:17:37.037917+02
847,X,t,268,2017-05-02 14:09:23+02,2018-08-30 18:17:37.438189+02
848,L,t,268,2017-05-02 14:09:23+02,2018-08-30 18:17:37.837996+02
857,Raptor,t,290,2017-05-02 14:09:23+02,2018-08-30 18:17:43.837486+02
81,"",t,302,2017-05-02 14:09:23+02,2018-08-30 18:17:46.158465+02
8,"",t,464,2017-05-02 14:09:24+02,2018-08-30 18:18:35.42017+02
83,"",t,529,2017-05-02 14:09:24+02,2018-08-30 18:18:54.321717+02
80,"",t,542,2017-05-02 14:09:24+02,2018-08-30 18:18:57.627112+02
79,"",t,855,2017-05-02 14:09:24+02,2018-08-30 18:21:00.58017+02
84,"",t,868,2017-05-02 14:09:24+02,2018-08-30 18:21:04.18053+02
858,Roush,t,290,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
859,Shelby,t,290,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
860,X Metal,t,290,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
861,XLT,t,290,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
862,Limited,t,302,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
863,Titanium,t,303,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
865,Roush,t,312,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
866,Shelby,t,312,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
867,Shelby GT,t,312,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
868,UBB,t,312,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
869,Raptor Roush,t,290,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
870,Raptor Shelby,t,290,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
871,Super Duty,t,290,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
872,Limited,t,317,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
873,SEL,t,317,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
875,SE,t,1114,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
876,SEL,t,1114,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
877,Sport,t,1114,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
878,Karma,f,1139,2017-05-02 14:09:23+02,2017-05-02 14:09:23+02
879,Denali,t,328,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
880,SLT,t,328,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
881,SLE,t,338,2017-05-02 14:09:23+02,2017-05-02 14:09:23+02
882,SLT,t,338,2017-05-02 14:09:23+02,2017-05-02 14:09:23+02
884,GT,t,339,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
885,SLE,t,339,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
886,SL,t,339,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
887,SLT,t,339,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
888,EX,t,342,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
889,LX,t,342,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
89,"",t,774,2017-05-02 14:09:24+02,2017-05-02 14:09:24+02
890,VT,t,342,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
891,LX,t,345,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
893,VT,t,345,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
894,VS,t,366,2017-05-02 14:09:23+02,2017-05-02 14:09:23+02
895,GL,t,368,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
896,GLS,t,368,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
898,35,t,393,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
899,37,t,393,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
9,"",t,847,2017-05-02 14:09:24+02,2017-05-02 14:09:24+02
900,35,t,395,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
901,37,t,395,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
902,45,t,395,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
903,50,t,395,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
908,37,t,405,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
910,56,t,405,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
911,35,t,410,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
917,80,t,410,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
919,56,t,414,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
921,65,t,414,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
925,R-S,t,431,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
926,12,t,433,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
927,6,t,433,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
928,8,t,433,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
929,L,t,433,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
932,IR,t,436,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
874,SHO,t,317,2017-05-02 14:09:23+02,2018-08-30 18:17:51.177808+02
883,Denali,t,339,2017-05-02 14:09:23+02,2018-08-30 18:17:54.718126+02
892,R Type,t,345,2017-05-02 14:09:23+02,2018-08-30 18:17:57.318788+02
897,GT,t,368,2017-05-02 14:09:23+02,2018-08-30 18:18:05.578223+02
904,25,t,397,2017-05-02 14:09:23+02,2018-08-30 18:18:15.539739+02
905,35,t,397,2017-05-02 14:09:23+02,2018-08-30 18:18:15.919907+02
906,37,t,397,2017-05-02 14:09:23+02,2018-08-30 18:18:16.319989+02
924,35,t,403,2017-05-02 14:09:23+02,2018-08-30 18:18:16.720307+02
907,35,t,405,2017-05-02 14:09:23+02,2018-08-30 18:18:17.499602+02
909,45,t,405,2017-05-02 14:09:23+02,2018-08-30 18:18:17.879991+02
912,40,t,410,2017-05-02 14:09:23+02,2018-08-30 18:18:18.319821+02
913,45,t,410,2017-05-02 14:09:23+02,2018-08-30 18:18:18.819893+02
914,50,t,410,2017-05-02 14:09:23+02,2018-08-30 18:18:19.199894+02
915,60,t,410,2017-05-02 14:09:23+02,2018-08-30 18:18:19.599863+02
916,70,t,410,2017-05-02 14:09:23+02,2018-08-30 18:18:19.999842+02
918,50,t,414,2017-05-02 14:09:23+02,2018-08-30 18:18:20.399864+02
920,60,t,414,2017-05-02 14:09:23+02,2018-08-30 18:18:20.860111+02
922,70,t,414,2017-05-02 14:09:23+02,2018-08-30 18:18:21.300192+02
923,80,t,414,2017-05-02 14:09:23+02,2018-08-30 18:18:21.779882+02
930,R,t,433,2017-05-02 14:09:23+02,2018-08-30 18:18:24.59986+02
931,8,t,436,2017-05-02 14:09:23+02,2018-08-30 18:18:25.619813+02
88,"",t,472,2017-05-02 14:09:24+02,2018-08-30 18:18:39.400429+02
92,"",t,665,2017-05-02 14:09:24+02,2018-08-30 18:20:08.859808+02
86,"",t,854,2017-05-02 14:09:24+02,2018-08-30 18:21:00.179684+02
934,Limited,t,438,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
935,Trailhawk,t,438,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
936,Limited,t,440,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
937,Laredo,t,441,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
938,Limited,t,441,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
939,Overland,t,441,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
942,Sahara,t,445,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
943,Sport,t,445,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
944,SRT,t,445,2017-05-02 14:09:23+02,2017-05-08 09:00:06+02
947,LP 700,t,472,2017-05-02 14:09:24+02,2017-05-02 14:09:24+02
948,LP 720-4,t,472,2017-05-02 14:09:24+02,2017-05-02 14:09:24+02
949,LP 750,t,472,2017-05-02 14:09:24+02,2017-05-02 14:09:24+02
950,LR 750,t,472,2017-05-02 14:09:24+02,2017-05-02 14:09:24+02
952,LP 560,t,474,2017-05-02 14:09:24+02,2017-05-08 09:00:06+02
953,LR 560,t,474,2017-05-02 14:09:24+02,2017-05-08 09:00:06+02
957,LR 610-4,t,476,2017-05-02 14:09:24+02,2017-05-08 09:00:06+02
960,130,t,478,2017-05-02 14:09:24+02,2017-05-02 14:09:24+02
961,60,t,478,2017-05-02 14:09:24+02,2017-05-02 14:09:24+02
966,Vogue,t,485,2017-05-02 14:09:24+02,2017-05-08 09:00:06+02
967,200,t,489,2017-05-02 14:09:24+02,2017-05-02 14:09:24+02
968,250,t,491,2017-05-02 14:09:24+02,2017-05-08 09:00:06+02
969,300,t,491,2017-05-02 14:09:24+02,2017-05-08 09:00:06+02
970,330,t,491,2017-05-02 14:09:24+02,2017-05-08 09:00:06+02
971,350,t,491,2017-05-02 14:09:24+02,2017-05-08 09:00:06+02
972,250,t,495,2017-05-02 14:09:24+02,2017-05-08 09:00:06+02
973,300,t,495,2017-05-02 14:09:24+02,2017-05-08 09:00:06+02
974,350,t,495,2017-05-02 14:09:24+02,2017-05-08 09:00:06+02
975,400,t,495,2017-05-02 14:09:24+02,2017-05-08 09:00:06+02
976,430,t,495,2017-05-02 14:09:24+02,2017-05-08 09:00:06+02
977,450,t,495,2017-05-02 14:09:24+02,2017-05-08 09:00:06+02
978,460,t,495,2017-05-02 14:09:24+02,2017-05-08 09:00:06+02
979,460,t,499,2017-05-02 14:09:24+02,2017-05-02 14:09:24+02
980,570,t,499,2017-05-02 14:09:24+02,2017-05-02 14:09:24+02
981,200,t,501,2017-05-02 14:09:24+02,2017-05-08 09:00:06+02
982,250,t,501,2017-05-02 14:09:24+02,2017-05-08 09:00:06+02
983,300,t,501,2017-05-02 14:09:24+02,2017-05-08 09:00:06+02
984,350,t,501,2017-05-02 14:09:24+02,2017-05-08 09:00:06+02
985,400,t,507,2017-05-02 14:09:24+02,2017-05-08 09:00:06+02
986,430,t,507,2017-05-02 14:09:24+02,2017-05-08 09:00:06+02
987,460,t,507,2017-05-02 14:09:24+02,2017-05-08 09:00:06+02
988,600,t,507,2017-05-02 14:09:24+02,2017-05-08 09:00:06+02
989,450,t,511,2017-05-02 14:09:24+02,2017-05-08 09:00:06+02
990,470,t,511,2017-05-02 14:09:24+02,2017-05-08 09:00:06+02
991,570,t,511,2017-05-02 14:09:24+02,2017-05-08 09:00:06+02
992,200,t,513,2017-05-02 14:09:24+02,2017-05-02 14:09:24+02
993,300,t,513,2017-05-02 14:09:24+02,2017-05-02 14:09:24+02
994,350,t,514,2017-05-02 14:09:24+02,2017-05-02 14:09:24+02
995,300,t,516,2017-05-02 14:09:24+02,2017-05-08 09:00:06+02
996,330,t,516,2017-05-02 14:09:24+02,2017-05-08 09:00:06+02
997,350,t,516,2017-05-02 14:09:24+02,2017-05-08 09:00:06+02
998,400,t,516,2017-05-02 14:09:24+02,2017-05-08 09:00:06+02
999,450,t,516,2017-05-02 14:09:24+02,2017-05-08 09:00:06+02
mercedes-benz-glc-43,GLC43,t,1167,2018-03-12 15:31:16.121+01,2018-03-12 15:31:16.121+01
97,"",t,354,2017-05-02 14:09:23+02,2018-08-30 18:17:59.258432+02
940,SRT,t,441,2017-05-02 14:09:23+02,2018-08-30 18:18:28.839484+02
941,Rubicon,t,445,2017-05-02 14:09:23+02,2018-08-30 18:18:30.619864+02
945,R,t,1071,2017-05-02 14:09:24+02,2018-08-30 18:18:37.819789+02
946,LP 700-4,t,472,2017-05-02 14:09:24+02,2018-08-30 18:18:39.800121+02
951,LP 550-2,t,474,2017-05-02 14:09:24+02,2018-08-30 18:18:40.848219+02
954,LP 570-4,t,474,2017-05-02 14:09:24+02,2018-08-30 18:18:41.239681+02
955,LP 580-2,t,476,2017-05-02 14:09:24+02,2018-08-30 18:18:42.119915+02
956,LP 610-4,t,476,2017-05-02 14:09:24+02,2018-08-30 18:18:42.519978+02
958,LP 640,t,477,2017-05-02 14:09:24+02,2018-08-30 18:18:43.428233+02
959,110,t,478,2017-05-02 14:09:24+02,2018-08-30 18:18:44.339965+02
962,90,t,478,2017-05-02 14:09:24+02,2018-08-30 18:18:44.720196+02
963,Sport,t,480,2017-05-02 14:09:24+02,2018-08-30 18:18:45.627935+02
965,Evoque,t,485,2017-05-02 14:09:24+02,2018-08-30 18:18:47.379783+02
mercedes-benz-glc-300,GLC300,t,1167,2018-03-12 15:28:22.452+01,2018-08-30 18:19:08.187842+02
mercedes-benz-slc-200,200,t,mercedes-benz-slc,2018-03-12 15:12:31.265+01,2018-08-30 18:19:59.499852+02
mercedes-benz-slc-300,300,t,mercedes-benz-slc,2018-03-12 15:12:31.265+01,2018-08-30 18:19:59.899853+02
94,"",t,667,2017-05-02 14:09:24+02,2018-08-30 18:20:09.239912+02
96,"",t,734,2017-05-02 14:09:24+02,2018-08-30 18:20:32.479783+02
tesla_model_s_,"",t,tesla_model_s,2018-05-24 12:31:32.568+02,2018-05-24 12:31:32.568+02
tesla_model_x_,"",t,tesla_model_x,2018-05-24 12:31:32.568+02,2018-05-24 12:31:32.568+02
s-class-s560,S560,t,607,2018-07-31 10:44:14.644823+02,2018-07-31 10:44:14.644823+02
s-class-s450,S450,t,607,2018-07-31 10:44:27.34675+02,2018-07-31 10:44:27.34675+02
mercedes-benz-gls-63,GLS63,t,mercedes-benz-gls-class,2018-08-15 12:35:01.815266+02,2018-08-15 12:35:01.815266+02
589,"",t,1051,2017-05-02 14:09:26+02,2018-08-30 18:15:59.771904+02
472,"",t,12,2017-05-02 14:09:23+02,2018-08-30 18:16:00.432177+02
46,"",t,13,2017-05-02 14:09:26+02,2018-08-30 18:16:00.812066+02
252,"",t,14,2017-05-02 14:09:23+02,2018-08-30 18:16:01.198896+02
108,"",t,16,2017-05-02 14:09:23+02,2018-08-30 18:16:01.991941+02
69,"",t,17,2017-05-02 14:09:23+02,2018-08-30 18:16:02.371811+02
690,QV,t,18,2017-05-02 14:09:23+02,2018-08-30 18:16:03.172117+02
14,"",t,19,2017-05-02 14:09:23+02,2018-08-30 18:16:03.5519+02
291,"",t,21,2017-05-02 14:09:23+02,2018-08-30 18:16:04.351844+02
432,"",t,22,2017-05-02 14:09:23+02,2018-08-30 18:16:05.871966+02
75,"",t,23,2017-05-02 14:09:23+02,2018-08-30 18:16:06.61188+02
143,"",t,25,2017-05-02 14:09:23+02,2018-08-30 18:16:06.99182+02
1280,S,t,27,2017-05-02 14:09:25+02,2018-08-30 18:16:07.772323+02
211,"",t,36,2017-05-02 14:09:23+02,2018-08-30 18:16:11.071671+02
436,"",t,37,2017-05-02 14:09:23+02,2018-08-30 18:16:11.452147+02
500,"",t,41,2017-05-02 14:09:23+02,2018-08-30 18:16:12.271699+02
134,"",t,42,2017-05-02 14:09:23+02,2018-08-30 18:16:12.671523+02
155,"",t,53,2017-05-02 14:09:23+02,2018-08-30 18:16:17.418819+02
329,"",t,63,2017-05-02 14:09:23+02,2018-08-30 18:16:22.951886+02
699,Flying Spur,t,63,2017-05-02 14:09:23+02,2018-08-30 18:16:23.351989+02
710,228i,t,71,2017-05-02 14:09:23+02,2018-08-30 18:16:30.859068+02
718,328i,t,72,2017-05-02 14:09:23+02,2018-08-30 18:16:35.012109+02
731,535i,t,75,2017-05-02 14:09:23+02,2018-08-30 18:16:39.879853+02
741,730Li,t,81,2017-05-02 14:09:23+02,2018-08-30 18:16:44.138643+02
748,750Li,t,81,2017-05-02 14:09:23+02,2018-08-30 18:16:46.900173+02
119,"",t,86,2017-05-02 14:09:23+02,2018-08-30 18:16:49.011793+02
91,"",t,92,2017-05-02 14:09:23+02,2018-08-30 18:16:50.658828+02
225,"",t,96,2017-05-02 14:09:23+02,2018-08-30 18:16:51.49144+02
161,"",t,129,2017-05-02 14:09:23+02,2018-08-30 18:16:55.691782+02
387,"",t,135,2017-05-02 14:09:23+02,2018-08-30 18:16:57.019008+02
395,"",t,136,2017-05-02 14:09:23+02,2018-08-30 18:16:57.431981+02
640,"",t,1108,2017-05-02 14:09:23+02,2018-08-30 18:16:58.799481+02
102,"",t,172,2017-05-02 14:09:23+02,2018-08-30 18:17:04.491929+02
808,C,t,201,2017-05-02 14:09:23+02,2018-08-30 18:17:12.49182+02
98,"",t,208,2017-05-02 14:09:23+02,2018-08-30 18:17:14.271419+02
1464,"",t,dodge-journey,2017-05-02 14:09:26+02,2018-08-30 18:17:27.537775+02
832,Modena,t,253,2017-05-02 14:09:23+02,2018-08-30 18:17:29.137974+02
833,Italia,t,256,2017-05-02 14:09:23+02,2018-08-30 18:17:29.917992+02
834,Speciale,t,256,2017-05-02 14:09:23+02,2018-08-30 18:17:30.31804+02
835,Spider,t,256,2017-05-02 14:09:23+02,2018-08-30 18:17:30.717669+02
843,GTB,t,259,2017-05-02 14:09:23+02,2018-08-30 18:17:31.517897+02
233,"",t,261,2017-05-02 14:09:23+02,2018-08-30 18:17:32.438066+02
110,"",t,268,2017-05-02 14:09:23+02,2018-08-30 18:17:36.537811+02
54,"",t,290,2017-05-02 14:09:23+02,2018-08-30 18:17:43.278072+02
31,"",t,312,2017-05-02 14:09:23+02,2018-08-30 18:17:49.31765+02
864,GT,t,312,2017-05-02 14:09:23+02,2018-08-30 18:17:49.69787+02
128,"",t,342,2017-05-02 14:09:23+02,2018-08-30 18:17:55.738+02
48,"",t,428,2017-05-02 14:09:23+02,2018-08-30 18:18:22.960047+02
87,"",t,431,2017-05-02 14:09:23+02,2018-08-30 18:18:23.759746+02
933,R,t,436,2017-05-02 14:09:23+02,2018-08-30 18:18:26.19999+02
1485,R,t,koenigsegg-agera,2017-05-02 14:09:26+02,2018-08-30 18:18:38.579805+02
964,Sport,t,485,2017-05-02 14:09:24+02,2018-08-30 18:18:46.980158+02
1003,MC Stradale,t,543,2017-05-02 14:09:24+02,2018-08-30 18:18:58.107852+02
1030,C63,t,580,2017-05-02 14:09:24+02,2018-08-30 18:19:17.279829+02
1082,G500,t,597,2017-05-02 14:09:24+02,2018-08-30 18:19:34.239718+02
1084,G63,t,597,2017-05-02 14:09:24+02,2018-08-30 18:19:35.039922+02
1154,SLK350,t,612,2017-05-02 14:09:24+02,2018-08-30 18:19:55.119968+02
mercedes-benz-v-class-v250,V250,t,617,2018-01-29 11:30:24.885+01,2018-08-30 18:19:57.359991+02
1384,Clubman,t,634,2017-05-02 14:09:25+02,2018-08-30 18:20:02.439549+02
1522,"",t,nissan-titan,2017-05-02 14:09:26+02,2018-08-30 18:20:21.059928+02
50,"",t,757,2017-05-02 14:09:24+02,2018-08-30 18:20:36.547777+02
171,"",t,793,2017-05-02 14:09:24+02,2018-08-30 18:20:47.199622+02
1562,"",t,toyota-tundra,2017-05-02 14:09:26+02,2018-08-30 18:21:17.919656+02
mercedes-benz-e53,E53,t,591,2018-09-05 13:36:04.459368+02,2018-09-05 13:36:04.459368+02
1137,S63,t,607,2017-05-02 14:09:24+02,2018-08-30 18:19:48.959894+02
mg-360-,"",t,mg-360,2018-12-03 14:47:48.536919+01,2018-12-03 14:47:48.536919+01
mazda-cx3-,"",t,mazda-cx3,2018-12-03 14:47:48.536919+01,2018-12-03 14:47:48.536919+01
toyota-rush-,"",t,toyota-rush,2018-12-03 14:47:48.536919+01,2018-12-03 14:47:48.536919+01
nissan-kicks-,"",t,nissan-kicks,2018-12-03 14:47:48.536919+01,2019-02-19 16:13:05.808518+01
alfa-romeo_guilia-quadrifoglio_,"",t,alfa-romeo_guilia-quadrifoglio,2019-02-28 10:35:52.456892+01,2019-02-28 10:35:52.456892+01
alfa-romeo_guilia_,"",t,alfa-romeo_guilia,2019-02-28 10:35:52.456892+01,2019-02-28 10:35:52.456892+01
alfa-romeo_stelvio-quadrifoglio_,"",t,alfa-romeo_stelvio-quadrifoglio,2019-02-28 10:35:52.456892+01,2019-02-28 10:35:52.456892+01
alfa-romeo_stelvio_,"",t,alfa-romeo_stelvio,2019-02-28 10:35:52.456892+01,2019-02-28 10:35:52.456892+01
maserati-levante-,"",t,maserati-levante,2019-05-21 15:51:30.513771+02,2019-05-21 15:51:30.513771+02
lincoln-nautilus-,"",t,lincoln-nautilus,2019-05-21 15:51:30.513771+02,2019-05-22 20:28:06.691329+02
jaguar-e-pace-,"",t,jaguar-e-pace,2019-05-23 09:39:48.473177+02,2019-05-23 09:39:48.473177+02
volvo_s90_,"",t,volvo_s90,2019-06-10 16:56:29.678355+02,2019-06-10 16:56:29.678355+02
mercedes-benz-a200,A200,t,576,2019-07-12 15:57:12.633077+02,2019-07-12 15:57:48.494323+02
lexus-ux-200,200,t,lexus-ux,2019-07-15 10:49:42.66405+02,2019-07-15 10:49:42.66405+02
